,host_response_time,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,has_availability,availability_30,availability_365,review_scores_accuracy,review_scores_cleanliness,reviews_per_month,place,south,verification_count,email_ver,jumio_ver,phone_ver,host_response_rate%,host_acceptance_rate%,days_as_host,days_since_last_rev,days_since_first_rev,minimum_nights,communication_score
19616,within an hour,t,1.0,t,t,t,9,105,4.96,4.91,0.52,Milan,0,8,1,1,1,100,90,2033,100,1411,12,5.0
23187,within an hour,f,0.0,t,f,t,0,0,5.0,5.0,0.04,Milan,0,2,1,0,1,100,100,1310,830,830,1,5.0
19016,within an hour,f,46.0,t,t,t,16,206,4.65,4.72,0.99,Milan,0,9,1,1,1,100,99,1604,109,1467,2,4.535
24197,within an hour,t,3.0,t,t,t,21,165,4.8,5.0,0.64,Milan,0,4,1,1,1,100,100,2963,101,309,2,4.699999999999999
25290,within an hour,t,44.0,t,t,t,21,163,5.0,4.4,1.44,Milan,0,8,0,1,1,100,100,1870,94,181,1,5.0
14562,within an hour,f,1.0,t,f,t,0,0,4.75,5.0,0.05,Milan,0,3,1,0,1,100,100,2671,2344,2440,1,4.875
15547,a few days or more,f,2.0,t,t,t,30,365,4.67,4.56,0.12,Milan,0,5,1,1,1,30,33,2488,122,2350,1,5.0
18713,within an hour,f,36.0,t,t,t,17,300,2.0,2.0,0.07,Milan,0,5,1,1,1,93,98,3032,887,985,1,3.5
16042,within an hour,t,1.0,t,f,t,22,357,5.0,4.78,0.13,Milan,0,3,1,0,1,100,86,2399,90,2103,3,5.0
14289,within a few hours,f,2.0,t,t,t,29,179,4.0,2.0,0.37,Milan,0,5,1,1,1,100,35,2795,156,156,3,5.0
18188,within an hour,t,4.0,t,t,t,17,165,4.94,4.96,2.95,Milan,0,6,1,1,1,100,100,2887,82,1624,2,4.97
14385,within an hour,f,1.0,t,t,t,0,0,4.6,4.6,0.06,Milan,0,6,1,1,1,100,100,2830,1791,2512,1,4.9
22974,within a day,f,0.0,t,t,t,0,0,5.0,5.0,0.04,Milan,0,2,1,0,1,100,100,2486,865,865,2,5.0
22691,within an hour,f,132.0,t,t,t,18,223,3.67,4.0,0.71,Milan,0,8,1,1,1,100,99,3364,184,203,1,3.835
17209,within an hour,f,300.0,t,t,t,15,32,4.91,4.55,0.18,Milan,0,7,1,1,1,98,99,2575,201,1952,1,4.59
13573,within a day,f,1.0,t,t,t,0,318,5.0,5.0,0.01,Milan,0,3,1,0,1,67,100,3290,3245,3245,3,5.0
21970,within an hour,f,3.0,t,t,t,22,39,5.0,5.0,0.25,Milan,0,6,1,1,1,100,100,2158,85,1054,1,5.0
13727,within an hour,f,2.0,t,t,t,27,362,4.92,5.0,0.17,Milan,0,7,1,1,1,100,73,3279,109,2372,2,5.0
23033,within an hour,t,44.0,t,t,t,0,307,5.0,5.0,0.16,Milan,0,8,0,1,1,100,100,1870,153,843,2,5.0
17833,within an hour,f,2.0,t,f,t,7,67,4.92,4.96,0.46,Milan,0,3,1,0,1,100,100,1834,122,1718,1,4.9
13714,within a day,f,3.0,t,t,t,24,359,5.0,5.0,0.03,Milan,0,5,1,1,1,86,0,3187,2420,2460,3,5.0
14154,within an hour,f,2.0,t,f,t,0,0,4.0,4.0,0.03,Milan,0,3,1,0,1,100,100,2956,1791,2171,2,5.0
25470,within an hour,f,38.0,t,t,t,3,248,4.64,5.0,2.56,Milan,0,10,1,1,1,100,98,2782,91,206,2,4.64
15131,within an hour,t,3.0,t,t,t,16,341,4.79,4.82,0.85,Milan,0,6,1,1,1,100,98,2698,83,2513,1,4.75
16159,within an hour,f,1.0,t,f,t,0,0,5.0,4.33,0.06,Milan,0,3,1,0,1,100,100,2325,1534,2004,6,4.835
26119,within a few hours,f,1.0,f,t,t,18,353,3.8,3.2,3.85,Milan,0,1,0,0,1,87,78,133,97,116,1,4.9
16394,within an hour,f,1.0,t,t,t,0,120,4.83,4.73,0.44,Milan,0,6,1,1,1,100,100,2371,1056,2203,2,4.85
15393,within a day,f,5.0,t,t,t,0,0,4.9,4.9,0.28,Milan,0,6,1,1,1,100,62,2510,1352,2420,2,4.9
17309,within an hour,f,1.0,t,t,t,0,0,4.8,4.8,0.09,Milan,0,5,1,1,1,100,100,2692,1575,1831,2,4.8
19778,within an hour,t,1.0,t,t,t,30,340,4.96,4.98,4.23,Milan,0,4,1,0,1,100,97,2233,186,1418,1,4.970000000000001
19572,within an hour,f,1.0,t,t,t,13,164,4.82,4.91,0.25,Milan,0,6,1,1,1,100,100,2001,791,1412,2,5.0
14440,within an hour,f,2.0,t,t,t,0,229,4.88,4.81,0.71,Milan,0,7,1,0,1,100,100,2796,604,2510,1,4.855
22548,within an hour,t,0.0,t,f,t,0,0,4.67,5.0,0.22,Milan,0,4,1,0,1,100,100,2429,791,906,1,4.75
24297,within an hour,f,83.0,t,t,t,0,198,4.71,5.0,0.48,Milan,0,5,1,0,1,97,100,1178,228,519,2,4.785
13863,within a few hours,f,1.0,t,t,t,11,346,4.89,4.89,0.25,Milan,0,5,1,1,1,100,100,3004,1277,2349,2,5.0
23730,within an hour,f,4.0,t,t,t,0,13,5.0,5.0,0.09,Milan,0,8,1,1,1,100,100,2418,592,718,1,5.0
23013,within an hour,t,0.0,t,f,t,1,7,4.7,4.8,0.39,Milan,0,2,1,0,1,100,93,872,101,852,1,4.9
14951,within an hour,f,1.0,t,t,t,0,44,4.56,4.56,0.24,Milan,0,5,1,0,1,100,0,2558,2041,2443,3,4.695
17007,within an hour,f,2.0,t,t,t,6,28,4.71,4.59,8.97,Milan,0,7,1,1,1,100,100,2334,81,2066,1,4.755
22689,within an hour,f,0.0,t,f,t,21,356,5.0,5.0,0.12,Milan,0,2,1,0,1,100,100,960,122,803,3,5.0
21268,within an hour,t,0.0,t,t,t,0,0,4.98,4.96,1.55,Milan,0,5,1,1,1,100,100,2329,266,950,2,4.98
23466,within a few hours,f,11.0,t,t,t,0,0,4.83,4.83,0.27,Milan,0,7,1,1,1,100,73,2828,122,750,3,4.83
18526,within a day,f,0.0,t,t,t,0,174,5.0,4.67,0.17,Milan,0,3,1,0,1,50,33,1858,201,601,5,5.0
23192,within an hour,t,1.0,t,t,t,20,176,5.0,5.0,0.29,Milan,0,3,1,0,1,98,99,2157,181,181,1,5.0
16515,within an hour,f,1.0,t,t,t,13,159,4.92,4.82,1.66,Milan,0,5,1,1,1,100,63,3741,172,2104,2,4.9
23111,within a few hours,f,1.0,t,t,t,13,348,5.0,5.0,0.16,Milan,0,8,1,1,1,90,57,3042,130,623,2,5.0
25220,within an hour,f,42.0,t,t,t,0,213,4.58,4.75,2.03,Milan,0,6,1,1,1,100,100,2214,122,254,1,4.75
19309,within an hour,f,1.0,t,t,t,27,177,5.0,5.0,0.04,Milan,0,7,1,1,1,100,100,3427,1056,1413,2,5.0
26133,within an hour,f,0.0,f,t,t,27,174,5.0,5.0,0.94,Milan,0,2,1,0,1,100,100,129,109,109,1,5.0
25848,within an hour,f,1.0,t,t,t,27,177,5.0,5.0,1.41,Milan,0,6,1,1,1,100,92,3430,130,161,1,5.0
13808,within an hour,f,2.0,t,t,t,0,201,4.72,4.66,1.45,Milan,0,8,1,1,1,100,93,3063,123,2395,3,4.779999999999999
22026,within an hour,f,1.0,t,t,t,20,127,4.95,4.9,1.3,Milan,0,6,0,1,1,90,100,1059,207,1046,1,4.8100000000000005
13721,within an hour,t,5.0,t,t,t,14,50,4.79,4.71,0.27,Milan,0,5,1,1,1,100,77,3178,257,2758,1,4.77
21336,within an hour,f,1.0,t,t,t,0,0,4.5,5.0,0.06,Milan,0,2,1,0,1,100,100,2083,1054,1057,2,5.0
14312,within an hour,f,1.0,t,t,t,0,0,5.0,5.0,0.02,Milan,0,9,1,1,1,100,100,2784,1413,1413,2,5.0
23713,within a few hours,t,4.0,t,t,t,0,0,5.0,4.85,0.59,Milan,0,6,1,1,1,100,78,3010,92,738,3,4.96
19783,within an hour,t,5.0,t,t,t,0,14,5.0,4.86,0.55,Milan,0,6,1,1,1,100,100,3556,439,847,3,4.965
24198,within an hour,f,9.0,t,t,t,14,110,4.5,4.5,1.56,Milan,0,5,1,1,1,100,100,1975,123,154,1,5.0
18594,within a few hours,f,1.0,t,t,t,2,142,4.89,4.89,0.2,Milan,0,8,1,1,1,100,75,2824,133,1412,29,5.0
14237,within a day,f,1.0,t,t,t,0,0,4.73,4.73,0.26,Milan,0,8,1,1,1,100,100,3155,183,2766,1,4.91
13481,within an hour,f,6.0,t,t,t,18,77,4.66,4.41,1.02,Milan,0,5,1,0,1,100,100,3512,116,3329,4,4.455
15295,within an hour,f,1.0,t,f,t,0,0,3.5,5.0,0.02,Milan,0,3,1,0,1,100,100,2520,2145,2510,3,5.0
24549,within an hour,f,11.0,t,t,t,25,355,4.1,4.4,0.86,Milan,0,9,1,1,1,100,100,2059,114,425,1,4.65
20517,within a few hours,t,1.0,t,t,t,28,363,5.0,4.93,0.52,Milan,0,5,1,1,1,90,60,1245,155,879,1,4.965
19173,within an hour,f,1.0,t,t,t,28,363,5.0,5.0,0.11,Milan,0,2,1,0,1,100,100,1472,133,1414,3,5.0
25754,within an hour,f,22.0,t,t,t,26,44,4.67,4.89,2.9,Milan,0,8,1,1,1,98,100,3031,89,170,2,4.445
19428,within an hour,f,115.0,t,t,t,4,24,4.64,4.55,0.49,Milan,0,6,1,1,1,100,100,2829,121,1420,2,4.615
18862,within an hour,f,42.0,t,t,t,0,0,4.89,4.78,0.19,Milan,0,6,1,1,1,100,100,2214,154,1476,1,4.89
18185,within an hour,f,1.0,t,f,t,0,0,2.5,2.5,0.04,Milan,0,2,1,0,1,100,100,1740,1463,1506,3,3.25
25325,within an hour,f,14.0,t,t,t,0,10,4.83,4.67,1.15,Milan,0,9,1,1,1,98,99,3137,85,234,1,4.75
15878,within an hour,t,1.0,t,t,t,0,122,5.0,5.0,1.01,Milan,0,5,1,1,1,100,100,3151,755,2371,15,5.0
18793,within a day,f,5.0,t,t,t,23,351,4.8,4.6,0.12,Milan,0,9,1,1,1,100,86,1793,297,1314,7,4.5
19252,within an hour,f,119.0,t,t,t,0,195,4.64,4.43,0.62,Milan,0,3,1,0,1,99,96,2868,510,1433,1,4.8
20532,within a day,f,1.0,t,t,t,0,129,4.63,4.94,0.42,Milan,0,5,1,1,1,67,0,2849,851,1229,2,4.8149999999999995
19116,within an hour,f,2.0,t,t,t,0,0,4.69,4.58,0.56,Milan,0,5,1,1,1,100,100,3529,884,1472,3,4.81
19269,within an hour,f,1.0,t,t,t,0,222,4.92,4.92,0.31,Milan,0,7,1,1,1,100,91,1457,95,1416,1,5.0
20678,within a few hours,f,4.0,t,t,t,12,252,4.38,4.08,0.36,Milan,0,6,1,1,1,80,98,2036,198,1174,1,4.58
14933,within an hour,f,2.0,t,t,t,4,295,4.76,4.45,0.48,Milan,0,6,1,1,1,87,43,3274,610,2509,3,4.92
20328,within an hour,f,4.0,t,t,t,21,356,4.73,4.73,1.65,Milan,0,7,1,1,1,100,100,2091,107,1279,1,4.75
13671,within an hour,t,2.0,t,f,t,1,154,4.88,4.86,1.35,Milan,0,3,1,0,1,100,96,3231,90,3044,2,4.925
19791,within an hour,t,3.0,t,t,t,30,90,4.93,4.89,0.68,Milan,0,5,1,1,1,100,100,2349,85,1262,3,4.96
20226,within an hour,f,2.0,t,t,t,16,226,5.0,4.94,0.41,Milan,0,9,1,1,1,100,88,2431,173,1245,5,4.9399999999999995
19788,within an hour,f,3.0,t,t,t,16,89,4.67,4.67,0.09,Milan,0,8,1,1,1,100,100,2529,99,1082,1,4.67
16945,within an hour,f,1.0,t,t,t,0,0,4.88,4.89,0.02,Milan,0,7,1,1,1,100,100,2781,2011,2011,4,4.96
26170,within an hour,f,0.0,t,t,t,22,352,5.0,5.0,3.0,Milan,0,2,1,0,1,100,100,106,88,95,1,5.0
24599,within an hour,f,1.0,t,t,t,4,140,4.79,4.72,5.18,Milan,0,7,1,1,1,100,100,427,79,349,2,4.915
15539,within an hour,t,1.0,t,t,t,6,327,4.98,4.98,1.89,Milan,0,5,1,1,1,100,98,2884,81,2347,2,4.99
19720,within an hour,f,1.0,t,f,t,0,0,5.0,3.0,0.02,Milan,0,2,1,0,1,100,100,1423,1413,1413,2,5.0
20698,within an hour,f,7.0,t,t,t,0,0,4.38,4.0,0.24,Milan,0,6,1,1,1,89,42,2058,971,1179,2,4.255
25976,within an hour,f,1.0,t,t,t,2,283,4.8,4.8,3.75,Milan,0,3,1,0,1,100,100,2135,97,116,1,4.8
19658,within an hour,f,2.0,t,t,t,0,0,5.0,5.0,0.02,Milan,0,7,1,0,1,100,100,1697,1410,1410,1,5.0
23358,within an hour,t,0.0,t,t,t,0,102,5.0,5.0,0.5,Milan,0,8,1,1,1,100,0,1973,735,801,1,4.915
21187,within an hour,f,1.0,t,t,t,0,0,5.0,4.5,0.06,Milan,0,4,1,0,1,100,100,2684,1040,1056,3,5.0
19569,within an hour,t,1.0,t,t,t,14,74,4.96,4.96,0.58,Milan,0,7,1,1,1,100,100,1746,85,1412,3,5.0
14689,within an hour,f,1.0,t,t,t,0,0,4.88,4.63,0.1,Milan,0,6,1,1,1,100,100,2784,1055,2510,2,4.9399999999999995
13718,within a day,f,3.0,t,f,t,0,0,4.6,4.6,0.07,Milan,0,5,1,0,1,100,100,3185,1039,2081,1,4.675
24642,within an hour,f,2.0,t,t,t,5,5,4.7,4.87,2.44,Milan,0,7,1,1,1,100,89,2740,97,359,2,4.435
24538,within an hour,f,2.0,t,t,t,5,27,4.0,4.0,0.53,Milan,0,6,0,1,1,100,100,460,179,191,1,4.0
18217,within an hour,t,1.0,t,t,t,0,0,4.89,4.9,1.7,Milan,0,4,0,0,1,100,100,1727,172,1701,2,4.865
14454,within an hour,t,1.0,t,t,t,0,0,4.76,4.81,0.52,Milan,0,5,1,1,1,100,100,2707,718,2507,2,4.88
24943,within an hour,f,0.0,t,t,t,28,363,5.0,5.0,0.45,Milan,0,3,1,0,1,100,100,345,144,144,1,3.5
23188,within an hour,t,0.0,t,t,t,10,336,5.0,5.0,0.38,Milan,0,5,1,1,1,100,100,2150,84,786,5,5.0
21778,within a day,f,2.0,t,f,t,0,0,5.0,5.0,0.07,Milan,0,2,1,0,1,63,0,1070,906,915,1,5.0
19238,within an hour,f,2.0,t,t,t,0,0,5.0,5.0,0.02,Milan,0,8,1,1,1,100,100,2530,1411,1411,4,5.0
21669,within an hour,f,2.0,t,f,t,0,0,4.91,4.87,0.7,Milan,0,2,1,0,1,100,97,1352,739,1057,2,4.96
15278,within an hour,f,1.0,t,t,t,0,108,4.75,4.75,0.51,Milan,0,4,1,0,1,100,100,2521,743,2433,1,4.83
17378,within an hour,t,3.0,t,t,t,2,295,4.92,4.95,6.84,Milan,0,6,1,1,1,100,99,3097,81,1892,1,4.9399999999999995
24574,within an hour,f,9.0,t,t,t,19,232,4.67,5.0,0.77,Milan,0,4,1,0,1,100,100,3453,83,193,7,4.67
20694,within an hour,f,3.0,t,f,t,0,0,4.83,4.78,0.5,Milan,0,1,0,0,1,100,100,1205,976,1164,1,4.720000000000001
16764,within an hour,f,3.0,t,t,t,0,0,4.67,5.0,0.04,Milan,0,6,1,1,1,100,100,2405,1416,2148,1,5.0
19487,within an hour,t,3.0,t,t,t,0,118,5.0,5.0,0.56,Milan,0,9,1,1,1,100,100,1624,108,1409,3,4.9399999999999995
13398,within an hour,f,0.0,t,t,t,29,89,5.0,5.0,0.14,Milan,0,8,1,1,1,100,100,3743,831,1989,5,5.0
23847,within an hour,t,0.0,t,f,t,23,335,5.0,5.0,0.06,Milan,0,2,1,0,1,100,100,723,555,555,1,5.0
17765,a few days or more,f,1.0,t,f,t,27,87,5.0,5.0,0.02,Milan,0,3,1,0,1,40,100,2415,1411,1411,4,5.0
25252,within an hour,t,0.0,t,f,t,0,194,4.83,4.83,1.64,Milan,0,1,0,0,1,100,100,261,101,187,2,5.0
19933,within an hour,f,2.0,t,t,t,3,16,4.73,4.56,3.73,Milan,0,5,1,1,1,100,100,1382,89,1147,1,4.970000000000001
16381,a few days or more,t,3.0,t,t,t,0,106,4.95,4.55,0.44,Milan,0,8,1,1,1,0,100,3570,214,1429,180,4.975
25593,within an hour,f,83.0,t,t,t,0,0,5.0,5.0,0.95,Milan,0,9,1,1,1,99,100,3082,116,172,3,5.0
15892,within an hour,f,1.0,t,f,t,30,180,5.0,5.0,0.03,Milan,0,3,1,0,1,100,100,2449,1054,1054,4,5.0
17133,within a day,f,1.0,t,f,t,28,363,5.0,4.89,0.28,Milan,0,5,1,0,1,88,50,3712,122,1978,2,5.0
15793,within an hour,f,1.0,t,t,t,22,295,4.0,4.0,0.05,Milan,0,5,1,1,1,100,83,2877,116,1950,3,4.5
18029,within a few hours,f,1.0,t,f,t,0,197,4.64,4.79,0.25,Milan,0,3,1,0,1,89,100,1795,851,1782,15,4.895
22216,within an hour,f,300.0,t,t,t,15,104,4.57,4.71,0.25,Milan,0,7,1,1,1,98,99,2575,109,913,1,4.785
23457,a few days or more,f,0.0,t,t,t,0,136,4.0,5.0,0.09,Milan,0,6,1,1,1,0,100,1852,733,776,2,5.0
24604,within an hour,f,0.0,t,f,t,15,339,5.0,5.0,1.61,Milan,0,2,1,0,1,100,100,425,84,300,2,5.0
13986,within a day,f,2.0,t,t,t,18,353,5.0,5.0,0.02,Milan,0,7,1,1,1,80,20,2928,1615,1615,210,5.0
22015,within an hour,f,46.0,t,t,t,11,291,4.76,4.69,5.17,Milan,0,9,1,1,1,100,99,3769,87,1057,1,4.845
26105,within an hour,f,1.0,t,f,t,2,29,5.0,5.0,10.0,Milan,0,2,1,0,1,96,100,2885,81,116,1,4.96
25191,within an hour,t,0.0,t,t,t,9,159,4.73,4.59,3.65,Milan,0,1,0,0,1,100,100,266,109,258,1,4.6850000000000005
22596,within an hour,t,2.0,t,t,t,15,165,4.92,4.68,0.95,Milan,0,5,1,1,1,100,96,2891,110,864,2,4.859999999999999
19432,within an hour,f,1.0,t,t,t,21,137,4.7,4.65,0.67,Milan,0,6,1,1,1,100,92,2446,95,971,1,4.85
18851,within an hour,t,1.0,t,t,t,0,6,5.0,4.97,0.81,Milan,0,5,1,1,1,100,0,1536,736,1488,1,4.984999999999999
15764,within a day,f,1.0,t,t,t,12,61,4.91,4.97,0.45,Milan,0,6,1,1,1,83,40,2754,1413,2390,4,4.984999999999999
24620,within an hour,t,1.0,t,t,t,16,44,4.89,4.47,1.83,Milan,0,7,1,1,1,100,100,2123,122,388,4,4.975
14408,within an hour,f,1.0,t,t,t,0,42,4.59,4.83,1.17,Milan,0,8,1,1,1,100,0,3293,737,2700,1,4.735
20483,within an hour,f,42.0,t,t,t,0,30,4.0,4.75,0.17,Milan,0,9,1,1,1,100,98,1916,300,766,2,3.625
17521,within an hour,t,8.0,t,t,t,4,293,4.86,4.9,1.57,Milan,0,6,1,1,1,100,98,2847,87,1849,3,4.855
13442,within an hour,t,1.0,t,t,t,0,167,4.87,4.91,3.04,Milan,0,8,1,0,1,100,100,3532,122,3463,3,4.915
13433,within an hour,f,5.0,t,t,t,0,137,4.11,3.87,0.37,Milan,0,6,1,1,1,100,76,3549,1415,3244,3,4.390000000000001
19170,within a day,f,2.0,t,t,t,28,88,5.0,5.0,0.07,Milan,0,8,1,1,1,80,22,1598,1054,1412,5,5.0
24233,within a day,f,0.0,t,t,t,6,124,5.0,5.0,0.3,Milan,0,2,1,0,1,83,100,1388,246,276,2,5.0
19388,within an hour,f,1.0,t,t,t,18,36,4.64,4.57,4.29,Milan,0,5,1,1,1,100,100,1446,85,1314,2,4.6850000000000005
17435,within an hour,t,2.0,t,t,t,17,62,4.89,4.91,4.01,Milan,0,8,1,1,1,100,100,2593,82,1761,1,4.98
14572,within an hour,f,2.0,t,t,t,23,252,4.79,4.21,0.31,Milan,0,7,1,1,1,100,100,2663,122,1411,5,4.75
14705,within a few hours,f,1.0,t,t,t,16,241,4.79,4.89,0.24,Milan,0,6,1,1,1,100,20,3131,878,2536,2,4.92
21718,within an hour,f,1.0,t,t,t,0,0,4.5,4.5,0.09,Milan,0,6,1,1,1,100,50,3392,1010,1056,4,4.5
17593,within an hour,t,3.0,t,t,t,22,40,4.97,4.93,0.56,Milan,0,6,1,1,1,100,96,1846,109,1686,2,4.93
13581,within an hour,f,1.0,t,f,t,23,263,5.0,5.0,0.03,Milan,0,5,1,1,1,100,100,3282,1053,3244,6,5.0
24402,within an hour,f,9.0,t,t,t,11,241,4.83,4.89,2.44,Milan,0,7,1,1,1,98,100,2348,81,508,1,4.955
24220,within an hour,f,10.0,t,t,t,0,0,4.67,4.38,1.37,Milan,0,7,1,1,1,95,98,651,116,536,1,4.785
16541,within an hour,t,8.0,t,t,t,15,159,5.0,5.0,0.32,Milan,0,8,1,1,1,100,63,3258,118,2048,1,5.0
18822,within an hour,f,0.0,t,t,t,19,92,4.91,4.77,0.53,Milan,0,7,1,1,1,100,67,1867,170,1502,3,4.91
23941,within an hour,t,1.0,t,f,t,0,0,4.64,4.67,2.04,Milan,0,2,1,0,1,100,99,766,93,606,2,4.78
18989,within an hour,f,1.0,t,t,t,10,329,5.0,4.92,0.26,Milan,0,7,1,1,1,100,100,2550,94,1481,2,5.0
18334,within an hour,t,1.0,t,t,t,15,37,4.87,4.95,2.59,Milan,0,11,1,1,1,100,100,2902,79,1619,2,4.985
18866,within a day,f,1.0,t,f,t,5,316,5.0,4.83,0.13,Milan,0,1,0,0,1,50,33,1530,246,1476,5,5.0
19259,within an hour,t,1.0,t,f,t,0,0,4.89,4.79,0.56,Milan,0,2,1,0,1,100,100,2176,737,1207,1,4.92
18295,within an hour,f,1.0,t,t,t,0,0,5.0,5.0,0.1,Milan,0,6,1,1,1,100,100,3109,1397,1622,1,5.0
19782,within an hour,f,1.0,t,f,t,0,0,4.67,4.0,0.07,Milan,0,4,1,1,1,100,100,2866,1054,1413,2,5.0
17428,within an hour,f,43.0,t,t,t,12,151,4.87,5.0,0.26,Milan,0,5,1,1,1,83,99,3307,157,1802,1,4.93
20996,within an hour,f,1.0,t,t,t,0,0,4.85,4.89,1.36,Milan,0,2,1,0,1,100,100,1141,613,1114,1,4.6899999999999995
25203,within an hour,f,33.0,t,t,t,15,182,4.65,4.47,3.27,Milan,0,8,1,1,1,100,100,2809,101,232,2,4.62
18709,within an hour,t,1.0,t,t,t,0,0,5.0,4.82,0.45,Milan,0,7,1,1,1,100,100,2217,150,1215,2,5.0
15376,within an hour,f,1.0,t,t,t,0,167,4.88,4.89,0.01,Milan,0,7,1,1,1,100,100,2513,2423,2423,2,4.96
22586,within an hour,f,1.0,t,t,t,0,0,4.88,4.89,0.04,Milan,0,6,1,1,1,100,100,2180,909,909,1,4.96
14089,within an hour,f,2.0,t,t,t,0,0,4.8,4.8,0.06,Milan,0,5,1,1,1,100,100,3558,1790,2510,5,4.6
24357,within an hour,f,1.0,t,t,t,0,105,5.0,3.0,0.08,Milan,0,6,1,1,1,100,33,2854,433,433,2,5.0
18805,within an hour,t,1.0,t,t,t,3,53,4.93,4.71,1.43,Milan,0,6,1,1,1,100,95,2021,116,1522,1,4.915
24428,within an hour,f,0.0,t,f,t,21,171,5.0,5.0,0.41,Milan,0,2,1,0,1,100,100,503,85,439,3,5.0
21127,within a few hours,t,1.0,t,t,t,26,166,4.83,4.79,0.7,Milan,0,5,1,1,1,100,100,2784,80,1100,3,4.9399999999999995
26182,within an hour,f,0.0,t,t,t,22,357,5.0,5.0,2.0,Milan,0,6,1,1,1,86,100,2055,83,95,1,5.0
20121,within an hour,f,1.0,t,f,t,0,0,5.0,4.0,0.02,Milan,0,2,1,0,1,100,100,2354,1334,1334,1,5.0
23864,within an hour,f,5.0,t,t,t,18,353,5.0,5.0,0.11,Milan,0,5,0,1,1,100,58,3498,354,354,1,5.0
25281,within a few hours,t,8.0,t,t,t,0,154,4.5,3.5,0.44,Milan,0,6,1,1,1,90,100,2088,120,214,6,5.0
25031,within a few hours,f,53.0,t,t,t,18,24,5.0,5.0,0.19,Milan,0,6,1,1,1,92,93,2775,235,235,1,4.0
24691,within an hour,t,1.0,t,t,t,19,152,5.0,5.0,0.99,Milan,0,3,1,0,1,100,98,2715,85,381,1,4.95
20191,within an hour,f,10.0,t,t,t,0,0,4.7,4.72,2.34,Milan,0,3,1,0,1,99,100,1996,99,1256,1,4.6899999999999995
23174,a few days or more,f,1.0,t,f,t,28,88,4.4,3.8,0.31,Milan,0,3,1,0,1,0,0,2246,765,845,2,4.5
14282,within an hour,f,1.0,t,t,t,12,317,4.91,4.96,3.64,Milan,0,7,1,1,1,100,100,3599,781,2792,2,4.985
14268,within an hour,f,2.0,t,t,t,13,348,4.53,4.49,0.57,Milan,0,5,1,0,1,100,78,2928,81,2739,1,4.78
18052,within an hour,f,1.0,t,t,t,0,0,5.0,4.67,0.13,Milan,0,5,1,1,1,100,100,2534,1369,1494,2,5.0
24885,within an hour,f,115.0,t,t,t,6,60,4.6,4.8,2.63,Milan,0,6,1,1,1,100,100,2829,120,248,2,4.13
22471,within an hour,f,1.0,t,f,t,0,43,1.0,1.0,0.1,Milan,0,2,1,0,1,100,100,974,382,382,2,1.0
18946,within an hour,f,46.0,t,t,t,0,0,3.0,2.75,0.24,Milan,0,8,1,1,1,96,98,2646,381,585,1,3.5
13844,within an hour,f,2.0,t,f,t,0,14,4.88,4.88,0.3,Milan,0,4,1,0,1,100,89,3151,162,1873,2,4.85
18707,within an hour,f,1.0,t,f,t,0,0,4.88,4.82,0.69,Milan,0,3,1,0,1,100,100,2528,1348,1554,1,5.0
22910,within an hour,f,1.0,t,f,t,0,33,5.0,5.0,0.11,Milan,0,2,1,0,1,100,100,2691,746,886,2,5.0
16190,within an hour,f,1.0,t,t,t,0,1,5.0,5.0,0.1,Milan,0,6,1,1,1,100,100,2456,1789,2201,2,5.0
21800,within an hour,f,2.0,t,f,t,0,0,3.0,3.0,0.03,Milan,0,3,1,0,1,100,100,1069,1054,1054,20,3.5
25316,within an hour,t,0.0,t,t,t,15,258,4.69,4.62,5.53,Milan,0,2,1,0,1,100,100,244,98,218,1,4.65
25990,within an hour,t,4.0,t,t,t,5,85,4.94,4.88,8.44,Milan,0,7,1,1,1,100,100,2100,80,141,1,4.970000000000001
18137,within a few hours,f,19.0,t,t,t,0,151,4.82,4.68,1.25,Milan,0,7,1,1,1,100,81,2620,522,1714,2,4.73
24281,within an hour,t,0.0,t,t,t,18,169,5.0,5.0,2.29,Milan,0,2,1,0,1,100,100,538,109,522,1,4.984999999999999
18786,within an hour,f,37.0,t,t,t,0,0,4.92,4.79,1.46,Milan,0,8,1,1,1,100,99,2694,234,1534,2,4.9350000000000005
17438,within an hour,f,1.0,t,f,t,0,0,1.0,1.0,0.04,Milan,0,2,1,0,1,100,100,1892,1258,1419,2,1.0
23930,within an hour,t,0.0,t,t,t,0,14,4.89,4.94,3.25,Milan,0,9,1,1,1,100,93,2304,117,242,2,5.0
19785,within a few hours,f,1.0,t,t,t,0,117,4.96,4.91,1.03,Milan,0,7,1,0,1,100,100,1419,110,1412,2,4.9350000000000005
21189,within an hour,t,1.0,t,t,t,1,1,4.92,4.95,1.94,Milan,0,5,1,1,1,100,94,3170,85,1053,2,4.98
14288,within an hour,f,1.0,t,f,t,13,225,5.0,5.0,0.01,Milan,0,3,1,0,1,100,100,2803,2146,2146,9,5.0
19607,within an hour,f,2.0,t,t,t,29,89,5.0,4.0,0.02,Milan,0,5,1,1,1,100,100,2907,1413,1413,1,5.0
13395,within an hour,t,1.0,t,t,t,4,339,4.8,4.87,0.61,Milan,0,7,1,1,1,100,100,3642,741,3602,1,4.9
24745,within an hour,f,119.0,t,t,t,29,324,5.0,5.0,0.25,Milan,0,3,1,0,1,99,96,2868,197,197,1,5.0
