,host_response_time,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,has_availability,availability_30,availability_365,review_scores_accuracy,review_scores_cleanliness,reviews_per_month,place,south,verification_count,email_ver,jumio_ver,phone_ver,host_response_rate%,host_acceptance_rate%,days_as_host,days_since_last_rev,days_since_first_rev,minimum_nights,communication_score
96321,within a few hours,f,7.0,t,t,t,29,213,4.49,4.61,1.15,Rome,0,8,1,1,1,90,56,2125,131,2135,2,4.805
110409,within an hour,t,5.0,t,t,t,10,294,4.86,4.85,3.84,Rome,0,7,1,1,1,100,100,1367,104,591,2,4.93
99206,within an hour,f,8.0,t,t,t,0,0,4.6,4.61,2.73,Rome,0,7,1,1,1,100,100,2452,723,2157,2,4.82
99453,within an hour,f,1.0,t,t,t,8,244,4.75,4.68,1.67,Rome,0,5,1,1,1,100,100,2157,118,2137,2,4.78
107938,within an hour,f,60.0,t,t,t,12,15,4.76,4.76,1.29,Rome,0,3,1,0,1,99,98,1211,144,969,2,4.63
112702,within an hour,t,1.0,t,t,t,30,365,5.0,5.0,1.67,Rome,0,7,1,1,1,100,100,990,122,137,2,5.0
103835,within an hour,t,7.0,t,t,t,0,0,4.91,4.76,1.22,Rome,0,6,1,1,1,100,99,2705,732,1431,3,4.89
100492,within an hour,t,12.0,t,t,t,0,0,4.89,4.87,2.11,Rome,0,6,1,0,1,100,97,2398,742,1903,3,4.895
107751,within an hour,f,1.0,t,f,t,26,354,4.86,4.71,0.23,Rome,0,2,1,0,1,100,100,1014,125,977,3,5.0
104081,within a day,t,1.0,t,f,t,0,333,5.0,4.87,0.34,Rome,0,2,1,0,1,100,100,1428,865,1402,3,4.965
109709,within a few hours,f,0.0,t,f,t,0,285,5.0,4.67,0.26,Rome,0,2,1,0,1,100,67,785,343,426,1,5.0
107771,within an hour,f,5.0,t,t,t,19,345,5.0,5.0,0.07,Rome,0,5,0,0,1,100,100,1143,804,937,1,4.5
103896,within an hour,f,5.0,t,t,t,0,0,4.9,4.85,2.07,Rome,0,9,1,1,1,100,100,3952,733,1432,10,4.890000000000001
94861,within an hour,f,1.0,t,t,t,0,0,5.0,5.0,0.06,Rome,0,6,1,1,1,100,100,3041,1155,2719,4,5.0
112603,within a few hours,f,1.0,t,t,t,22,357,5.0,5.0,0.79,Rome,0,2,1,0,1,100,100,168,121,121,5,5.0
99436,within an hour,f,9.0,t,t,t,10,304,4.67,5.0,0.04,Rome,0,5,1,1,1,100,33,2466,2000,2132,2,5.0
102229,within an hour,t,4.0,t,t,t,7,290,5.0,4.93,0.52,Rome,0,9,1,1,1,100,92,2420,203,1702,2,4.98
105321,within an hour,t,9.0,t,t,t,18,307,5.0,5.0,0.04,Rome,0,2,1,0,1,90,100,1283,875,875,1,5.0
106229,within an hour,t,4.0,t,t,t,18,308,4.86,4.86,0.2,Rome,0,2,1,0,1,100,100,1172,739,1142,1,4.785
95414,within an hour,t,2.0,t,t,t,30,365,4.89,4.82,2.93,Rome,0,6,1,1,1,100,100,2885,99,2858,2,4.885
94648,within an hour,f,1.0,t,t,t,0,0,4.2,4.8,0.05,Rome,0,9,1,1,1,100,0,3333,2494,3082,3,5.0
94179,within an hour,f,3.0,t,t,t,1,218,5.0,5.0,0.57,Rome,0,6,1,1,1,80,100,3345,144,1598,3,4.915
112369,within an hour,t,6.0,t,t,t,6,297,5.0,5.0,2.27,Rome,0,6,1,1,1,100,100,3995,88,149,3,4.9
106841,within an hour,f,2.0,t,t,t,10,336,5.0,5.0,0.08,Rome,0,2,1,0,1,100,100,1103,448,448,1,5.0
103453,within an hour,f,1.0,t,t,t,1,37,4.99,4.99,1.62,Rome,0,5,1,1,1,100,100,1514,222,1455,2,4.984999999999999
101582,within an hour,t,11.0,t,t,t,9,314,4.96,4.83,0.93,Rome,0,8,1,1,1,100,95,2894,102,1785,3,4.9399999999999995
100782,within an hour,f,1.0,t,t,t,0,0,4.67,5.0,0.08,Rome,0,7,1,1,1,100,100,3055,1103,1155,2,5.0
108603,within an hour,f,3.0,t,t,t,30,212,4.05,4.47,1.47,Rome,0,2,1,0,1,100,100,920,107,859,2,4.25
108374,within an hour,t,5.0,t,t,t,18,353,5.0,5.0,0.11,Rome,0,7,1,1,1,100,100,971,878,907,1,5.0
106308,within an hour,f,42.0,t,t,t,5,264,4.67,4.69,1.2,Rome,0,9,1,1,1,100,100,3085,88,1137,3,4.9
96929,within an hour,f,3.0,t,t,t,18,353,5.0,4.93,0.22,Rome,0,5,1,1,1,100,100,2504,118,1988,2,5.0
107197,within an hour,f,1.0,t,f,t,21,45,5.0,4.89,0.28,Rome,0,2,1,0,1,100,100,1067,100,1047,3,5.0
100746,within an hour,f,7.0,t,t,t,0,0,4.65,4.47,0.9,Rome,0,6,1,1,1,100,100,1949,875,1775,1,4.765000000000001
97478,within an hour,f,3.0,t,f,t,29,89,5.0,4.88,0.1,Rome,0,4,1,0,1,70,17,2422,1061,2411,1,5.0
100585,within a few hours,t,4.0,t,t,t,12,186,4.89,4.94,2.97,Rome,0,8,1,1,1,100,97,2875,98,1971,1,4.9
108495,within an hour,f,11.0,t,t,t,9,37,4.56,4.39,2.33,Rome,0,6,0,1,1,100,100,1156,102,869,1,4.555
94051,within an hour,t,4.0,t,t,t,9,327,4.83,4.87,6.29,Rome,0,7,1,1,1,100,100,3421,95,3412,2,4.93
102518,within a day,f,2.0,t,t,t,23,327,4.59,4.58,1.41,Rome,0,8,1,1,1,70,25,2422,959,1654,7,4.535
106349,a few days or more,f,1.0,t,f,t,0,98,4.67,4.67,0.09,Rome,0,2,1,0,1,0,0,1207,1046,1113,2,5.0
106784,within an hour,t,1.0,t,f,t,7,7,4.93,4.93,0.82,Rome,0,3,1,0,1,100,100,1699,190,1073,5,4.96
104248,within an hour,t,11.0,t,t,t,3,281,4.94,4.97,1.55,Rome,0,8,1,1,1,100,95,2894,89,1357,3,4.93
99061,within a few hours,t,2.0,t,t,t,23,281,4.9,4.87,0.43,Rome,0,8,1,1,1,100,87,2488,270,2152,4,4.965
100301,within a day,t,4.0,t,t,t,17,130,5.0,4.75,0.23,Rome,0,6,1,1,1,100,93,3593,593,1679,2,5.0
99515,within an hour,f,11.0,t,t,t,14,19,4.77,4.8,2.03,Rome,0,3,1,0,1,100,100,272,160,2121,1,4.9350000000000005
94214,within a few hours,f,1.0,t,t,t,0,270,5.0,4.5,0.06,Rome,0,5,1,1,1,100,50,3483,709,3283,1,5.0
107685,within an hour,f,18.0,t,t,t,0,0,4.88,4.82,1.6,Rome,0,8,1,1,1,100,99,3096,521,1019,2,4.91
105284,within an hour,f,10.0,t,t,t,11,335,5.0,5.0,0.03,Rome,0,2,1,0,1,100,60,1317,1064,1064,1,5.0
98675,within an hour,f,12.0,t,t,t,0,0,4.5,4.5,0.09,Rome,0,5,1,0,1,92,100,3366,193,2001,3,5.0
98590,within a few hours,f,3.0,t,t,t,7,230,4.84,4.85,4.8,Rome,0,6,1,1,1,100,88,2267,174,2225,3,4.904999999999999
101711,within a few hours,f,3.0,t,t,t,0,130,5.0,5.0,0.02,Rome,0,8,1,1,1,100,67,3710,1650,1650,1,5.0
102421,within a few hours,f,6.0,t,f,t,5,300,5.0,5.0,0.08,Rome,0,3,1,0,1,100,50,1710,831,1566,1,5.0
101362,within an hour,f,20.0,t,t,t,19,24,4.17,4.17,0.11,Rome,0,6,1,1,1,90,97,3609,879,1795,2,4.75
101539,within an hour,f,1.0,t,t,t,17,69,4.61,4.67,2.64,Rome,0,9,1,1,1,90,91,1814,116,1789,2,4.57
108949,within an hour,f,1.0,t,f,t,17,352,4.89,4.89,0.68,Rome,0,2,1,0,1,100,83,877,213,872,1,4.775
103913,within a day,f,6.0,t,f,t,0,54,3.0,1.0,0.03,Rome,0,4,1,0,1,90,53,2344,1242,1242,2,3.0
102888,within an hour,f,7.0,t,t,t,10,10,4.82,4.84,1.7,Rome,0,2,1,0,1,100,100,1600,116,1458,1,4.85
107933,within an hour,t,12.0,t,t,t,23,358,4.9,4.85,1.37,Rome,0,4,1,0,1,99,100,2758,104,934,1,4.91
106076,within an hour,t,5.0,t,t,t,6,297,4.9,4.72,2.29,Rome,0,5,1,1,1,100,100,1480,546,1172,3,4.83
97660,within an hour,f,1.0,t,t,t,0,1,4.92,4.7,3.54,Rome,0,6,1,1,1,100,100,2394,493,2355,1,4.84
108049,within an hour,f,6.0,t,t,t,25,360,4.0,4.5,0.07,Rome,0,5,1,1,1,100,89,2429,122,925,3,5.0
98766,within an hour,f,1.0,t,t,t,21,171,4.93,4.85,2.98,Rome,0,5,1,1,1,100,100,2450,99,2206,2,4.96
111799,within an hour,f,0.0,t,f,t,18,189,5.0,4.9,2.07,Rome,0,1,0,0,1,100,100,265,95,228,2,4.8
99801,within a day,f,1.0,t,t,t,17,352,4.84,4.78,2.62,Rome,0,6,1,1,1,73,86,2110,110,2021,1,4.92
97198,within an hour,t,3.0,t,t,t,0,69,4.9,4.94,4.1,Rome,0,5,1,1,1,100,71,3141,94,2324,1,4.975
105855,within an hour,f,1.0,t,t,t,21,294,4.79,4.66,1.07,Rome,0,4,1,0,1,100,100,1248,109,1145,3,4.87
107141,within an hour,f,7.0,t,f,t,0,0,5.0,4.75,0.16,Rome,0,2,1,0,1,100,86,1565,510,1012,1,5.0
95734,within an hour,f,1.0,t,t,t,11,340,4.7,4.41,4.19,Rome,0,7,1,1,1,100,100,3157,86,2209,2,4.6899999999999995
107900,within an hour,f,17.0,t,t,t,9,42,4.92,4.85,2.01,Rome,0,7,1,1,1,100,100,2261,95,994,2,4.859999999999999
99365,within a day,f,1.0,t,t,t,24,355,4.93,5.0,0.2,Rome,0,8,1,1,1,89,0,2169,871,2149,2,4.96
107717,within a few hours,t,2.0,t,t,t,13,271,4.98,4.95,1.32,Rome,0,6,1,0,1,100,98,1137,96,991,2,4.99
107156,within an hour,f,1.0,t,t,t,0,0,4.83,4.72,0.56,Rome,0,2,1,0,1,100,100,1072,792,1054,1,4.835
99911,within an hour,f,1.0,t,t,t,0,137,4.78,4.79,1.16,Rome,0,6,1,1,1,100,93,2091,163,2055,3,4.84
102773,within a few hours,f,3.0,t,t,t,0,0,5.0,4.71,0.14,Rome,0,5,1,1,1,100,67,2115,136,1540,5,5.0
108307,within an hour,t,2.0,t,t,t,21,356,4.91,4.82,0.4,Rome,0,8,1,1,1,100,100,1851,129,912,3,5.0
110293,within a few hours,f,2.0,t,f,t,0,0,5.0,5.0,0.17,Rome,0,3,1,0,1,100,50,2300,257,257,28,5.0
95941,within an hour,f,1.0,t,t,t,11,209,4.87,4.94,0.92,Rome,0,5,1,1,1,100,100,2716,108,2698,2,4.945
111066,within an hour,f,7.0,t,f,t,24,359,4.92,4.83,1.33,Rome,0,2,1,0,1,100,100,400,117,354,2,4.96
108877,within an hour,t,7.0,t,t,t,8,212,4.79,4.72,3.39,Rome,0,7,1,1,1,100,100,3341,99,871,2,4.91
100770,within an hour,f,11.0,t,t,t,0,222,3.8,4.7,0.18,Rome,0,6,1,1,1,100,100,2379,739,1888,1,4.6
106783,within a few hours,t,2.0,t,t,t,13,204,4.93,4.96,2.38,Rome,0,8,1,0,1,100,79,3246,100,1030,1,4.96
95190,within an hour,t,8.0,t,t,t,0,290,4.58,4.61,0.36,Rome,0,7,1,1,1,100,96,2915,556,2867,2,4.675
107117,within an hour,f,5.0,t,t,t,3,175,4.61,4.57,0.73,Rome,0,5,1,1,1,100,85,2134,95,1026,2,4.74
94391,within an hour,t,4.0,t,t,t,2,152,4.82,4.78,3.25,Rome,0,5,1,1,1,100,100,3274,92,3170,1,4.88
108731,within an hour,f,2.0,t,f,t,0,233,5.0,4.86,0.26,Rome,0,2,1,0,1,100,50,905,161,884,4,4.93
99587,within an hour,t,2.0,t,t,t,0,0,4.97,4.97,2.08,Rome,0,8,1,1,1,100,100,2739,460,2102,2,4.995
102890,within an hour,f,3.0,t,t,t,12,347,4.65,4.54,2.02,Rome,0,8,1,1,1,100,100,2304,126,1566,1,4.76
103718,within an hour,f,5.0,t,t,t,0,8,4.54,4.56,4.84,Rome,0,7,1,1,1,100,100,1489,367,1466,1,4.555
109925,within an hour,f,20.0,t,t,t,0,190,4.5,4.5,0.09,Rome,0,8,1,1,1,100,77,3144,738,745,2,4.0
103869,within an hour,f,3.0,t,t,t,5,260,4.86,4.57,2.0,Rome,0,7,1,1,1,86,99,1647,99,1430,4,4.94
109371,within an hour,t,3.0,t,t,t,0,145,5.0,5.0,0.76,Rome,0,6,1,1,1,100,67,3155,192,202,30,5.0
102152,within an hour,t,6.0,t,t,t,26,361,4.76,4.81,1.11,Rome,0,3,1,0,1,100,99,1750,96,1671,1,4.83
101158,within an hour,t,3.0,t,t,t,25,108,5.0,5.0,0.03,Rome,0,3,1,0,1,100,100,2195,1008,1008,1,4.5
101442,a few days or more,f,2.0,t,t,t,7,342,5.0,5.0,0.09,Rome,0,8,1,1,1,22,20,1829,992,1391,6,5.0
110674,within an hour,f,1.0,t,t,t,10,244,5.0,5.0,0.26,Rome,0,6,1,1,1,100,100,3056,126,540,1,5.0
95614,within a day,f,1.0,t,t,t,5,65,4.88,4.9,0.57,Rome,0,5,1,1,1,100,0,2808,2135,2736,2,4.970000000000001
101010,within a few hours,f,2.0,t,t,t,12,172,5.0,5.0,0.02,Rome,0,3,1,0,1,100,78,2107,1389,1389,2,5.0
111426,within an hour,f,5.0,t,t,t,22,357,5.0,5.0,0.22,Rome,0,6,1,1,1,100,90,1283,217,217,1,5.0
96381,within a day,f,3.0,t,t,t,0,0,4.92,4.83,0.16,Rome,0,6,1,1,1,100,17,3713,1592,2295,1,5.0
96383,within an hour,t,11.0,t,t,t,13,301,4.91,4.91,2.35,Rome,0,6,1,1,1,100,100,2603,99,2561,2,4.965
93962,within an hour,t,8.0,t,t,t,25,360,4.66,4.64,0.62,Rome,0,7,1,0,1,93,99,3485,119,3447,1,4.955
95707,within an hour,f,4.0,t,t,t,18,353,5.0,4.5,0.52,Rome,0,9,1,0,1,80,41,3665,193,198,1,5.0
96780,within an hour,f,2.0,t,t,t,0,0,4.95,4.98,0.52,Rome,0,5,1,1,1,100,100,3178,1201,2523,2,4.98
108644,within an hour,f,7.0,t,t,t,10,62,4.71,4.71,0.78,Rome,0,10,1,1,1,100,99,3290,109,891,3,4.925000000000001
100797,within a day,f,1.0,t,t,t,0,297,4.84,4.89,0.8,Rome,0,9,1,1,1,50,43,3087,871,1891,2,4.845000000000001
98225,within an hour,f,2.0,t,t,t,0,283,4.86,4.86,0.1,Rome,0,6,1,1,1,100,100,3278,136,2108,1,5.0
101806,within an hour,f,17.0,t,t,t,0,1,4.81,4.66,1.51,Rome,0,7,1,1,1,100,100,2261,566,1767,2,4.865
100605,within an hour,f,1.0,t,t,t,0,222,4.9,4.9,0.64,Rome,0,4,1,0,1,100,100,1974,791,1061,2,4.95
99968,within an hour,f,3.0,t,t,t,6,25,4.74,4.78,3.07,Rome,0,6,1,1,1,100,97,2200,98,2065,2,4.74
99632,within an hour,f,2.0,t,t,t,0,161,4.53,4.78,0.51,Rome,0,6,1,0,1,100,100,3494,874,1964,2,4.779999999999999
107538,within an hour,t,1.0,t,t,t,0,0,4.96,5.0,0.86,Rome,0,5,1,1,1,100,100,1034,125,989,2,5.0
99283,within an hour,f,1.0,t,t,t,9,316,4.78,4.33,0.43,Rome,0,6,1,1,1,100,100,2179,121,718,6,5.0
104024,within an hour,f,2.0,t,f,t,5,155,4.67,4.33,0.14,Rome,0,5,0,1,1,100,100,1658,872,1404,3,4.83
101896,within a day,t,1.0,t,f,t,16,260,4.98,4.87,1.83,Rome,0,3,1,0,1,100,97,1757,93,1740,2,4.965
99032,a few days or more,f,8.0,t,f,t,23,358,4.78,4.87,0.35,Rome,0,3,1,0,1,25,0,2208,855,2165,1,4.85
99893,within a few hours,f,3.0,t,f,t,30,365,5.0,5.0,0.02,Rome,0,3,1,0,1,100,0,2106,1948,1948,1,5.0
112796,within an hour,f,0.0,t,f,t,30,344,4.5,5.0,1.36,Rome,0,2,1,0,1,100,96,145,110,127,1,5.0
111841,within an hour,f,0.0,t,f,t,15,149,5.0,5.0,4.92,Rome,0,2,1,0,1,100,96,261,88,144,2,5.0
112939,within an hour,f,0.0,t,t,t,27,333,5.0,5.0,2.0,Rome,0,2,1,0,1,100,100,113,95,102,1,5.0
107095,within a day,f,1.0,t,f,t,23,358,5.0,5.0,0.07,Rome,0,2,1,0,1,50,50,1077,124,912,1,4.75
100138,within an hour,f,14.0,t,t,t,0,0,4.76,4.55,0.79,Rome,0,5,1,1,1,100,100,2159,733,2029,3,4.785
101424,within an hour,t,4.0,t,t,t,9,315,4.96,4.77,1.57,Rome,0,3,1,0,1,100,99,2647,87,581,2,4.9
94206,within an hour,t,2.0,t,t,t,0,88,4.94,4.98,0.51,Rome,0,5,1,1,1,100,100,3342,851,3230,2,4.92
112629,within an hour,f,0.0,t,t,t,20,355,5.0,5.0,1.3,Rome,0,7,1,1,1,100,100,1484,122,129,2,5.0
109990,within a few hours,f,1.0,t,t,t,24,315,5.0,4.0,0.28,Rome,0,7,1,1,1,100,100,1356,157,507,3,5.0
107762,within an hour,f,1.0,t,t,t,14,264,4.65,4.85,0.65,Rome,0,5,1,0,1,100,80,1061,102,1008,1,4.925000000000001
108657,within an hour,f,0.0,t,t,t,13,348,5.0,4.91,0.41,Rome,0,5,1,1,1,88,40,912,702,885,3,4.955
98059,within an hour,f,1.0,t,t,t,12,209,5.0,5.0,0.71,Rome,0,5,1,1,1,100,100,2331,770,2158,1,4.970000000000001
100084,within an hour,t,9.0,t,t,t,17,283,4.66,4.76,1.02,Rome,0,8,1,1,1,100,100,2473,92,1796,3,4.890000000000001
100935,within a few hours,t,1.0,t,t,t,9,157,4.87,4.93,0.5,Rome,0,8,1,0,1,100,91,4224,111,1880,3,4.945
99349,within an hour,t,2.0,t,t,t,10,79,4.98,4.97,1.88,Rome,0,5,1,1,1,100,100,2201,107,2145,2,4.995
99357,within an hour,t,2.0,t,t,t,13,343,4.95,4.9,3.55,Rome,0,5,1,1,1,100,100,2214,99,2136,3,4.975
97110,within an hour,t,3.0,t,t,t,22,357,4.94,4.96,1.72,Rome,0,8,1,1,1,100,95,2478,515,2368,3,4.985
99678,within an hour,f,1.0,t,t,t,0,283,4.86,4.73,2.65,Rome,0,7,1,0,1,100,100,2130,816,2074,3,4.890000000000001
96817,within an hour,t,9.0,t,t,t,6,283,4.7,4.7,2.2,Rome,0,7,1,1,1,100,100,3454,179,2501,3,4.8149999999999995
109727,within a day,t,2.0,t,t,t,21,351,3.67,4.0,0.14,Rome,0,7,1,1,1,76,26,1487,144,744,1,4.33
97223,within a few hours,f,1.0,t,f,t,0,252,4.4,4.5,0.19,Rome,0,4,1,0,1,100,100,2484,949,1657,2,4.5
105149,a few days or more,f,1.0,t,t,t,29,89,4.88,4.89,0.05,Rome,0,6,1,1,1,0,100,2359,1281,1281,2,4.96
102604,within an hour,t,10.0,t,t,t,8,150,4.89,4.87,2.35,Rome,0,8,1,1,1,100,100,1685,101,1638,2,4.96
95990,within an hour,f,4.0,t,t,t,0,1,4.86,4.71,0.09,Rome,0,6,1,1,1,100,75,2723,884,2432,1,5.0
97368,within an hour,f,9.0,t,t,t,3,267,4.84,4.91,2.04,Rome,0,7,1,1,1,100,98,2453,94,2418,1,4.824999999999999
103825,within an hour,f,1.0,t,f,t,0,0,4.63,4.63,0.18,Rome,0,2,1,0,1,100,100,1458,1137,1406,1,4.3149999999999995
93959,within a few hours,t,1.0,t,f,t,0,229,4.63,4.6,0.28,Rome,0,3,1,0,1,100,100,3487,116,3266,4,4.949999999999999
110186,within an hour,f,10.0,t,t,t,0,0,4.78,4.67,0.52,Rome,0,7,1,1,1,100,100,936,547,603,3,4.835
95473,within an hour,f,1.0,t,t,t,0,0,4.96,4.67,0.28,Rome,0,5,1,1,1,100,100,3510,790,2742,4,4.85
97306,within an hour,t,3.0,t,t,t,0,314,4.95,4.96,1.72,Rome,0,5,1,1,1,100,100,4010,131,2031,3,4.965
112859,within an hour,f,0.0,t,f,t,27,87,5.0,5.0,5.0,Rome,0,2,1,0,1,100,90,735,87,111,2,5.0
105170,within an hour,f,36.0,t,t,t,8,57,4.88,4.83,3.87,Rome,0,5,1,0,1,100,100,2893,94,1268,3,4.925000000000001
97328,within an hour,t,23.0,t,t,t,2,262,4.94,4.98,0.66,Rome,0,8,1,1,1,100,100,2975,107,2394,2,4.9
99451,within a few hours,t,1.0,t,t,t,7,335,4.94,4.97,2.68,Rome,0,8,1,1,1,100,100,2158,729,2051,5,4.99
93850,within a day,t,4.0,t,t,t,10,157,4.89,4.73,0.97,Rome,0,6,1,1,1,100,93,3593,189,2858,2,4.895
101725,within an hour,f,0.0,t,f,t,29,89,5.0,5.0,0.04,Rome,0,3,1,0,1,100,100,1785,867,867,1,5.0
99621,within an hour,f,4.0,t,t,t,0,311,4.83,4.33,0.1,Rome,0,8,1,1,1,100,0,3102,787,2104,3,5.0
103241,within an hour,f,4.0,t,t,t,12,288,4.69,4.31,3.8,Rome,0,5,0,1,1,100,100,1686,105,1527,1,4.79
102922,within an hour,f,3.0,t,f,t,0,149,4.38,4.69,0.26,Rome,0,3,1,0,1,100,100,1593,924,1586,1,4.92
108463,within an hour,f,5.0,t,t,t,25,360,4.5,4.67,0.22,Rome,0,5,1,1,1,100,100,941,886,914,1,3.665
93723,a few days or more,f,0.0,t,f,t,7,342,4.9,4.94,0.46,Rome,0,3,1,0,1,0,100,3671,825,3612,4,4.970000000000001
110754,within an hour,f,1.0,t,t,t,5,199,4.56,4.56,0.62,Rome,0,7,1,1,1,100,100,546,93,522,1,4.5
101129,within a few hours,t,1.0,t,t,t,5,176,4.95,4.68,0.34,Rome,0,8,1,1,1,100,50,2338,111,1762,2,5.0
112222,within an hour,f,13.0,t,t,t,1,1,4.73,4.73,2.6,Rome,0,7,0,1,1,99,99,2737,99,210,1,4.955
94943,within an hour,t,1.0,t,t,t,18,329,4.9,4.96,2.18,Rome,0,5,1,0,1,100,100,3014,87,2981,3,4.945
102225,within a day,f,2.0,t,t,t,28,355,4.76,4.86,0.71,Rome,0,6,1,1,1,70,61,1712,490,1700,7,4.824999999999999
99030,within an hour,f,1.0,t,t,t,17,167,4.97,4.87,1.51,Rome,0,5,1,0,1,100,100,2208,799,1693,1,4.98
99751,within an hour,t,7.0,t,t,t,0,0,5.0,5.0,0.58,Rome,0,6,1,1,1,100,91,2758,745,1960,5,4.984999999999999
94284,within an hour,t,1.0,t,t,t,7,194,4.9,4.9,2.88,Rome,0,8,1,1,1,100,100,3280,122,3244,2,4.955
96170,within a few hours,f,3.0,t,f,t,27,362,4.0,3.0,0.02,Rome,0,3,1,0,1,100,33,3994,1522,2544,2,3.5
103346,within an hour,t,5.0,t,t,t,26,361,4.74,4.95,0.4,Rome,0,3,1,0,1,100,67,1832,85,1514,1,4.89
106164,within an hour,t,1.0,t,f,t,28,121,5.0,4.75,0.22,Rome,0,2,1,0,1,100,100,1916,619,1155,2,5.0
100047,within an hour,f,2.0,t,t,t,0,305,4.74,4.47,1.9,Rome,0,6,1,0,1,100,100,2075,186,2068,1,4.915
108786,within an hour,t,1.0,t,t,t,0,0,4.88,4.88,0.3,Rome,0,8,1,1,1,100,100,1715,787,888,1,5.0
103724,within an hour,f,248.0,t,t,t,0,61,4.75,4.5,0.61,Rome,0,7,1,1,1,100,99,2671,145,1454,2,4.75
95799,within an hour,f,1.0,t,t,t,0,0,4.56,4.25,0.18,Rome,0,5,1,1,1,100,100,3004,1282,2694,3,4.47
110455,within an hour,f,0.0,t,t,t,5,16,4.71,4.64,1.75,Rome,0,7,1,1,1,100,100,595,127,562,3,4.895
94083,within a few hours,f,1.0,t,t,t,28,363,4.86,4.86,0.07,Rome,0,7,1,0,1,100,100,3402,2327,3245,1,4.86
102533,within an hour,f,5.0,t,f,t,9,321,5.0,5.0,0.03,Rome,0,3,1,0,1,100,100,1666,990,990,1,4.5
94177,within an hour,f,2.0,t,t,t,1,130,4.78,4.83,2.78,Rome,0,8,1,1,1,100,99,3346,91,3323,2,4.955
103514,within a few hours,f,1.0,t,f,t,0,0,5.0,4.6,0.22,Rome,0,2,1,0,1,100,0,1505,900,1424,1,4.7
108740,within an hour,t,6.0,t,t,t,5,273,4.9,4.8,3.95,Rome,0,6,1,1,1,100,96,2909,93,235,3,4.85
100286,within a few hours,f,1.0,t,t,t,30,90,4.5,3.5,0.04,Rome,0,8,1,1,1,93,73,2382,93,1454,7,4.5
107025,within an hour,f,1.0,t,t,t,23,257,4.75,5.0,0.12,Rome,0,7,1,1,1,100,94,3528,116,1064,2,5.0
110957,within an hour,t,1.0,t,t,t,17,144,4.8,4.83,3.08,Rome,0,7,1,1,1,80,100,924,102,482,2,4.890000000000001
99295,within an hour,t,6.0,t,t,t,0,175,4.93,4.87,1.68,Rome,0,5,1,1,1,100,100,3375,565,2153,3,4.955
109293,within an hour,f,5.0,t,t,t,0,0,4.0,5.0,0.06,Rome,0,7,1,1,1,100,100,834,569,569,1,4.5
101031,within an hour,f,13.0,t,t,t,11,64,4.56,4.54,4.72,Rome,0,8,1,1,1,100,84,2969,113,1804,1,4.720000000000001
94096,within a few hours,t,5.0,t,t,t,5,247,4.81,4.87,2.89,Rome,0,8,1,1,1,100,86,3395,567,3349,29,4.795
94652,within an hour,t,3.0,t,t,t,2,336,4.77,4.68,2.09,Rome,0,5,1,1,1,100,100,3125,101,3061,2,4.845
107831,within a few hours,f,6.0,t,t,t,0,102,4.77,4.77,1.46,Rome,0,8,1,1,1,75,92,3978,509,990,2,4.59
96325,within an hour,f,3.0,t,t,t,9,292,4.89,4.9,2.6,Rome,0,9,1,1,1,100,98,2623,198,2418,1,4.955
109264,within an hour,f,277.0,t,t,t,0,212,5.0,5.0,0.07,Rome,0,8,1,1,1,99,100,1989,495,495,2,5.0
110718,within an hour,f,2.0,t,t,t,22,172,5.0,5.0,0.28,Rome,0,7,1,1,1,100,100,1198,191,191,1,5.0
102909,within a few hours,f,14.0,t,t,t,0,0,5.0,5.0,0.04,Rome,0,5,1,1,1,100,100,2907,1433,1507,15,5.0
100213,within an hour,t,2.0,t,t,t,19,71,4.97,4.86,0.47,Rome,0,8,1,1,1,100,98,3170,122,1997,1,4.949999999999999
99415,within an hour,f,2.0,t,f,t,0,0,4.8,5.0,0.09,Rome,0,3,1,0,1,100,100,2161,1357,1673,1,5.0
112330,within an hour,f,22.0,t,t,t,26,361,5.0,5.0,1.61,Rome,0,9,1,1,1,90,93,3055,93,139,3,5.0
97346,a few days or more,f,3.0,t,t,t,26,361,4.9,4.74,0.73,Rome,0,4,0,0,1,0,0,3106,724,2220,3,4.93
101730,within an hour,t,1.0,t,t,t,0,0,4.96,4.83,0.45,Rome,0,6,1,1,1,100,100,2406,824,1671,2,5.0
98126,within an hour,f,19.0,t,t,t,3,243,4.88,4.54,0.36,Rome,0,8,1,1,1,100,99,3498,98,2277,3,4.82
93666,within an hour,t,8.0,t,t,t,0,2,4.63,4.53,2.86,Rome,0,8,1,1,1,100,100,3713,736,3239,5,4.735
111366,within a day,f,1.0,t,t,t,24,239,5.0,5.0,0.45,Rome,0,2,1,0,1,60,100,1354,150,150,1,5.0
98149,within an hour,f,1.0,t,f,t,0,223,4.89,4.56,0.13,Rome,0,4,1,0,1,100,0,2320,1615,2124,30,4.89
108351,within an hour,t,4.0,t,t,t,0,219,5.0,5.0,0.08,Rome,0,5,1,1,1,100,100,2689,741,824,20,5.0
104448,within an hour,f,1.0,t,f,t,0,161,4.5,5.0,0.05,Rome,0,1,0,0,1,100,50,1385,970,1365,1,4.5
105517,within an hour,f,4.0,t,t,t,0,230,4.91,4.77,1.69,Rome,0,8,1,1,1,100,100,3200,627,1221,2,4.83
