,Unnamed: 0,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,minimum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,minimum_nights_avg_ntm,maximum_nights,maximum_maximum_nights,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,place,south
11385,7249,103801635,2016-11-15,"Florence, Tuscany, Italy",within an hour,100%,75%,f,1.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,4,4,0,0,2,2.0,2.0,100.0,2.0,100,100.0,100.0,t,0,0,0,79,7,0,0,2019-09-15,2020-01-02,4.71,4.86,4.71,4.86,4.86,5.0,5.0,0.25,Toscana,0
30543,5029,22251616,2014-10-07,"Marina di Ragusa, Sicily, Italy",within an hour,100%,0%,f,4.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,4,1,3,0,3,3.0,3.0,1125.0,3.0,1125,1125.0,1125.0,t,30,60,90,365,1,0,0,2015-07-05,2015-07-05,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.01,Sicily,0
31316,5916,33785812,2015-05-19,US,within an hour,100%,83%,t,1.0,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id']",t,t,1,1,0,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,29,59,89,328,45,4,0,2015-06-13,2021-08-20,4.64,4.68,4.39,4.77,4.68,4.66,4.59,0.56,Sicily,0
83084,950,13210181,2014-03-17,"Toscolano Maderno, Lombardy, Italy",within an hour,100%,100%,f,2.0,"['phone', 'reviews']",t,f,1,1,0,0,5,5.0,5.0,1125.0,5.0,1125,1125.0,1125.0,t,14,35,65,155,22,1,0,2016-08-20,2021-08-16,4.3,4.6,4.4,4.42,4.68,4.58,4.32,0.34,Trentino,0
70984,14038,122971992,2017-03-28,"Bari, Apulia, Italy",within an hour,100%,50%,f,1.0,"['email', 'phone', 'facebook']",t,f,1,1,0,0,7,7.0,7.0,1125.0,7.0,1125,1125.0,1125.0,t,23,53,83,358,3,1,0,2020-01-13,2021-08-24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.13,Puglia,0
100633,8157,99625031,2016-10-14,"Rome, Lazio, Italy",within an hour,100%,100%,t,3.0,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,2,2,0,0,1,1.0,4.0,1125.0,1.2,1125,1125.0,1125.0,t,0,0,0,0,103,0,0,2016-10-28,2020-02-28,4.95,4.93,4.98,4.97,4.97,4.9,4.92,1.65,Rome,0
4584,3097,1714288,2012-02-07,"Bologna, Emilia-Romagna, Italy",within an hour,100%,100%,t,4.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,1,1,0,0,1,1.0,1.0,28.0,1.0,28,28.0,28.0,t,0,0,0,170,1,1,0,2021-07-24,2021-07-24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.2,Bologna,0
114307,1503,2161453,2012-04-17,"Naples, Campania, Italy",within an hour,100%,100%,f,1.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,1,1,0,0,2,2.0,2.0,1125.0,2.0,100,1125.0,1125.0,t,20,50,80,188,28,0,0,2017-05-01,2020-09-20,4.68,4.64,4.57,4.71,4.86,4.96,4.57,0.5,Naples,0
53454,35238,120861126,2017-03-15,"Messina, Sicily, Italy",within an hour,100%,100%,f,1.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,1,1,0,0,1,1.0,1.0,19.0,1.0,19,19.0,19.0,t,0,0,0,0,1,0,0,2020-08-31,2020-08-31,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.06,Sicily,0
105585,13815,158888529,2017-11-15,"Rome, Lazio, Italy",within a day,50%,100%,f,4.0,"['email', 'phone']",t,f,2,2,0,0,3,3.0,3.0,7.0,3.0,7,7.0,7.0,t,0,20,50,230,1,0,0,2019-04-26,2019-04-26,4.0,4.0,5.0,5.0,5.0,4.0,4.0,0.03,Rome,0
6407,1666,19583838,2014-08-06,"Florence, Tuscany, Italy",within an hour,100%,0%,f,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,1,1,0,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,0,0,0,16,15,0,0,2015-06-17,2015-09-05,4.53,4.71,4.36,4.86,4.93,4.53,4.53,0.19,Toscana,0
54060,36323,110956653,2017-01-11,IT,within an hour,100%,100%,f,0.0,"['email', 'phone', 'facebook', 'jumio', 'offline_government_id', 'government_id']",t,t,2,2,0,0,2,2.0,2.0,1125.0,2.0,15,1125.0,1125.0,t,30,60,90,365,3,2,0,2020-08-10,2021-08-25,4.0,4.67,4.0,4.33,5.0,5.0,4.67,0.18,Sicily,0
23424,12347,2504885,2012-05-30,"Bilaspur, Chhattisgarh, India",within an hour,95%,98%,f,52.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'work_email']",t,t,51,51,0,0,2,2.0,2.0,90.0,2.0,180,90.0,90.0,t,10,29,43,120,20,13,0,2020-01-23,2021-11-08,4.75,4.85,4.85,4.75,4.65,4.45,4.65,0.87,Milan,0
10140,5779,25839753,2015-01-09,IT,within an hour,100%,100%,f,2.0,['email'],t,f,1,1,0,0,2,2.0,2.0,30.0,2.0,30,30.0,30.0,t,10,26,26,26,2,0,0,2018-09-21,2019-10-07,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.05,Toscana,0
79353,27046,184595150,2018-04-16,DE,within an hour,98%,100%,f,601.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,31,31,0,0,1,1.0,1.0,1.0,1.0,1125,1125.0,32.7,t,29,59,89,364,1,1,0,2021-08-17,2021-08-17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.22,Puglia,0
14445,1331,14795271,2014-04-27,"Milan, Lombardy, Italy",within a day,90%,62%,f,1.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,3,2,1,0,1,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,t,0,0,0,0,16,0,0,2015-01-02,2019-03-13,4.54,4.85,4.92,4.62,4.62,3.92,4.54,0.19,Milan,0
57911,43438,12175858,2014-02-12,"Mazara del Vallo, Sicily, Italy",within a day,70%,91%,f,43.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,38,34,4,0,1,1.0,7.0,99.0,4.2,365,365.0,127.5,t,8,8,8,227,1,1,0,2021-08-21,2021-08-21,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.23,Sicily,0
62141,3084,19844655,2014-08-11,"Taurisano, Apulia, Italy",within an hour,100%,33%,f,1.0,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",t,t,1,1,0,0,6,1.0,7.0,1125.0,4.0,1125,1125.0,1125.0,t,28,58,88,363,6,2,0,2018-04-01,2021-08-31,4.6,4.8,4.8,5.0,5.0,5.0,5.0,0.13,Puglia,0
